Unnamed: 0,prdtypecode,prdtypecode_encoded,libelle_type_code
54803,2280,18,Magasine
54804,1320,12,Puériculture
54805,1920,14,Linge de maison
54806,1140,4,Figurines & univers geek
54807,2582,22,Mobilier de jardin
54808,2280,18,Magasine
54809,1281,8,Jeux de société
54810,2705,25,Livres littérature et fiction
54811,1280,7,Jouets & Enfant
54812,1280,7,Jouets & Enfant
54813,1560,13,Maison
54814,1140,4,Figurines & univers geek
54815,40,1,Jeux vidéo et accessoires
54816,2582,22,Mobilier de jardin
54817,2220,17,Animalerie
54818,1300,9,Véhicules RC & miniatures
54819,1940,15,Epicerie
54820,1280,7,Jouets & Enfant
54821,2585,24,Outillage de jardin
54822,2403,19,Lots Livres / Magasines & Manga & BD
54823,1281,8,Jeux de société
54824,2403,19,Lots Livres / Magasines & Manga & BD
54825,2582,22,Mobilier de jardin
54826,2705,25,Livres littérature et fiction
54827,2522,21,Fournitures Papeterie
54828,2705,25,Livres littérature et fiction
54829,1560,13,Maison
54830,2585,24,Outillage de jardin
54831,1160,5,Cartes à collectionner
54832,2403,19,Lots Livres / Magasines & Manga & BD
54833,1560,13,Maison
54834,2583,23,Équipement piscine & spa
54835,1160,5,Cartes à collectionner
54836,1920,14,Linge de maison
54837,1300,9,Véhicules RC & miniatures
54838,2583,23,Équipement piscine & spa
54839,1300,9,Véhicules RC & miniatures
54840,50,2,Accessoires gaming
54841,1160,5,Cartes à collectionner
54842,2585,24,Outillage de jardin
54843,2583,23,Équipement piscine & spa
54844,1140,4,Figurines & univers geek
54845,2583,23,Équipement piscine & spa
54846,2060,16,Décoration
54847,50,2,Accessoires gaming
54848,2060,16,Décoration
54849,2403,19,Lots Livres / Magasines & Manga & BD
54850,1280,7,Jouets & Enfant
54851,2583,23,Équipement piscine & spa
54852,1302,11,Sports & Loisirs
54853,1560,13,Maison
54854,40,1,Jeux vidéo et accessoires
54855,2522,21,Fournitures Papeterie
54856,1320,12,Puériculture
54857,40,1,Jeux vidéo et accessoires
54858,2280,18,Magasine
54859,2462,20,Lots consoles & jeux
54860,1160,5,Cartes à collectionner
54861,1560,13,Maison
54862,1280,7,Jouets & Enfant
54863,1160,5,Cartes à collectionner
54864,1300,9,Véhicules RC & miniatures
54865,2462,20,Lots consoles & jeux
54866,2705,25,Livres littérature et fiction
54867,2403,19,Lots Livres / Magasines & Manga & BD
54868,2280,18,Magasine
54869,2522,21,Fournitures Papeterie
54870,1920,14,Linge de maison
54871,1160,5,Cartes à collectionner
54872,1280,7,Jouets & Enfant
54873,1160,5,Cartes à collectionner
54874,2060,16,Décoration
54875,2583,23,Équipement piscine & spa
54876,2060,16,Décoration
54877,2403,19,Lots Livres / Magasines & Manga & BD
54878,2585,24,Outillage de jardin
54879,10,0,Livres loisirs et société
54880,2583,23,Équipement piscine & spa
54881,10,0,Livres loisirs et société
54882,1160,5,Cartes à collectionner
54883,2522,21,Fournitures Papeterie
54884,1280,7,Jouets & Enfant
54885,1560,13,Maison
54886,2060,16,Décoration
54887,2583,23,Équipement piscine & spa
54888,1320,12,Puériculture
54889,2220,17,Animalerie
54890,1300,9,Véhicules RC & miniatures
54891,1560,13,Maison
54892,2522,21,Fournitures Papeterie
54893,2583,23,Équipement piscine & spa
54894,1180,6,Jeux de figurines & wargames
54895,2585,24,Outillage de jardin
54896,2522,21,Fournitures Papeterie
54897,60,3,Consoles rétro
54898,2462,20,Lots consoles & jeux
54899,60,3,Consoles rétro
54900,1560,13,Maison
54901,1560,13,Maison
54902,1140,4,Figurines & univers geek
54903,1560,13,Maison
54904,2060,16,Décoration
54905,2583,23,Équipement piscine & spa
54906,2705,25,Livres littérature et fiction
54907,2403,19,Lots Livres / Magasines & Manga & BD
54908,2403,19,Lots Livres / Magasines & Manga & BD
54909,2583,23,Équipement piscine & spa
54910,2280,18,Magasine
54911,1281,8,Jeux de société
54912,1560,13,Maison
54913,1560,13,Maison
54914,2462,20,Lots consoles & jeux
54915,2583,23,Équipement piscine & spa
54916,2060,16,Décoration
54917,1302,11,Sports & Loisirs
54918,2403,19,Lots Livres / Magasines & Manga & BD
54919,2280,18,Magasine
54920,1920,14,Linge de maison
54921,1940,15,Epicerie
54922,2583,23,Équipement piscine & spa
54923,1280,7,Jouets & Enfant
54924,1302,11,Sports & Loisirs
54925,1302,11,Sports & Loisirs
54926,1280,7,Jouets & Enfant
54927,2403,19,Lots Livres / Magasines & Manga & BD
54928,2522,21,Fournitures Papeterie
54929,1920,14,Linge de maison
54930,2522,21,Fournitures Papeterie
54931,2705,25,Livres littérature et fiction
54932,2583,23,Équipement piscine & spa
54933,2522,21,Fournitures Papeterie
54934,2705,25,Livres littérature et fiction
54935,2403,19,Lots Livres / Magasines & Manga & BD
54936,2583,23,Équipement piscine & spa
54937,2522,21,Fournitures Papeterie
54938,1160,5,Cartes à collectionner
54939,2403,19,Lots Livres / Magasines & Manga & BD
54940,1301,10,Chaussettes bébé
54941,2583,23,Équipement piscine & spa
54942,2403,19,Lots Livres / Magasines & Manga & BD
54943,1560,13,Maison
54944,10,0,Livres loisirs et société
54945,1920,14,Linge de maison
54946,1320,12,Puériculture
54947,2522,21,Fournitures Papeterie
54948,2060,16,Décoration
54949,1302,11,Sports & Loisirs
54950,2220,17,Animalerie
54951,2403,19,Lots Livres / Magasines & Manga & BD
54952,10,0,Livres loisirs et société
54953,2583,23,Équipement piscine & spa
54954,1560,13,Maison
54955,2583,23,Équipement piscine & spa
54956,1280,7,Jouets & Enfant
54957,1140,4,Figurines & univers geek
54958,2280,18,Magasine
54959,10,0,Livres loisirs et société
54960,2060,16,Décoration
54961,1920,14,Linge de maison
54962,2583,23,Équipement piscine & spa
54963,2280,18,Magasine
54964,2280,18,Magasine
54965,2583,23,Équipement piscine & spa
54966,1140,4,Figurines & univers geek
54967,1560,13,Maison
54968,2582,22,Mobilier de jardin
54969,2522,21,Fournitures Papeterie
54970,1281,8,Jeux de société
54971,50,2,Accessoires gaming
54972,1300,9,Véhicules RC & miniatures
54973,2582,22,Mobilier de jardin
54974,10,0,Livres loisirs et société
54975,1300,9,Véhicules RC & miniatures
54976,10,0,Livres loisirs et société
54977,2060,16,Décoration
54978,2583,23,Équipement piscine & spa
54979,2462,20,Lots consoles & jeux
54980,2060,16,Décoration
54981,10,0,Livres loisirs et société
54982,1302,11,Sports & Loisirs
54983,1302,11,Sports & Loisirs
54984,2705,25,Livres littérature et fiction
54985,1301,10,Chaussettes bébé
54986,1560,13,Maison
54987,1160,5,Cartes à collectionner
54988,1280,7,Jouets & Enfant
54989,1920,14,Linge de maison
54990,1560,13,Maison
54991,40,1,Jeux vidéo et accessoires
54992,2585,24,Outillage de jardin
54993,2060,16,Décoration
54994,2403,19,Lots Livres / Magasines & Manga & BD
54995,2280,18,Magasine
54996,50,2,Accessoires gaming
54997,1300,9,Véhicules RC & miniatures
54998,1301,10,Chaussettes bébé
54999,2583,23,Équipement piscine & spa
55000,1300,9,Véhicules RC & miniatures
55001,1281,8,Jeux de société
55002,40,1,Jeux vidéo et accessoires
55003,2583,23,Équipement piscine & spa
55004,2582,22,Mobilier de jardin
55005,1160,5,Cartes à collectionner
55006,2403,19,Lots Livres / Magasines & Manga & BD
55007,10,0,Livres loisirs et société
55008,2060,16,Décoration
55009,2583,23,Équipement piscine & spa
55010,1320,12,Puériculture
55011,1180,6,Jeux de figurines & wargames
55012,1281,8,Jeux de société
55013,2583,23,Équipement piscine & spa
55014,1560,13,Maison
55015,2280,18,Magasine
55016,1320,12,Puériculture
55017,1160,5,Cartes à collectionner
55018,2060,16,Décoration
55019,2705,25,Livres littérature et fiction
55020,2583,23,Équipement piscine & spa
55021,1280,7,Jouets & Enfant
55022,2060,16,Décoration
55023,1140,4,Figurines & univers geek
55024,1140,4,Figurines & univers geek
55025,1281,8,Jeux de société
55026,1302,11,Sports & Loisirs
55027,2522,21,Fournitures Papeterie
55028,2583,23,Équipement piscine & spa
55029,2403,19,Lots Livres / Magasines & Manga & BD
55030,1300,9,Véhicules RC & miniatures
55031,2705,25,Livres littérature et fiction
55032,2583,23,Équipement piscine & spa
55033,2582,22,Mobilier de jardin
55034,2462,20,Lots consoles & jeux
55035,2522,21,Fournitures Papeterie
55036,1920,14,Linge de maison
55037,2522,21,Fournitures Papeterie
55038,2220,17,Animalerie
55039,2522,21,Fournitures Papeterie
55040,1140,4,Figurines & univers geek
55041,2403,19,Lots Livres / Magasines & Manga & BD
55042,1920,14,Linge de maison
55043,2522,21,Fournitures Papeterie
55044,2583,23,Équipement piscine & spa
55045,2583,23,Équipement piscine & spa
55046,2582,22,Mobilier de jardin
55047,2585,24,Outillage de jardin
55048,2585,24,Outillage de jardin
55049,1920,14,Linge de maison
55050,2522,21,Fournitures Papeterie
55051,2705,25,Livres littérature et fiction
55052,1280,7,Jouets & Enfant
55053,1920,14,Linge de maison
55054,2705,25,Livres littérature et fiction
55055,2585,24,Outillage de jardin
55056,2582,22,Mobilier de jardin
55057,2583,23,Équipement piscine & spa
55058,1160,5,Cartes à collectionner
55059,2280,18,Magasine
55060,2583,23,Équipement piscine & spa
55061,1940,15,Epicerie
55062,1280,7,Jouets & Enfant
55063,1160,5,Cartes à collectionner
55064,2403,19,Lots Livres / Magasines & Manga & BD
55065,2280,18,Magasine
55066,2583,23,Équipement piscine & spa
55067,2705,25,Livres littérature et fiction
55068,2403,19,Lots Livres / Magasines & Manga & BD
55069,2403,19,Lots Livres / Magasines & Manga & BD
55070,1920,14,Linge de maison
55071,1140,4,Figurines & univers geek
55072,2705,25,Livres littérature et fiction
55073,2280,18,Magasine
55074,1920,14,Linge de maison
55075,10,0,Livres loisirs et société
55076,10,0,Livres loisirs et société
55077,2585,24,Outillage de jardin
55078,10,0,Livres loisirs et société
55079,1160,5,Cartes à collectionner
55080,1920,14,Linge de maison
55081,1302,11,Sports & Loisirs
55082,1560,13,Maison
55083,2060,16,Décoration
55084,1280,7,Jouets & Enfant
55085,1160,5,Cartes à collectionner
55086,1560,13,Maison
55087,2060,16,Décoration
55088,2403,19,Lots Livres / Magasines & Manga & BD
55089,2060,16,Décoration
55090,2585,24,Outillage de jardin
55091,1140,4,Figurines & univers geek
55092,2280,18,Magasine
55093,50,2,Accessoires gaming
55094,2060,16,Décoration
55095,1300,9,Véhicules RC & miniatures
55096,2583,23,Équipement piscine & spa
55097,1140,4,Figurines & univers geek
55098,1280,7,Jouets & Enfant
55099,1140,4,Figurines & univers geek
55100,1300,9,Véhicules RC & miniatures
55101,1160,5,Cartes à collectionner
55102,2583,23,Équipement piscine & spa
55103,2280,18,Magasine
55104,1302,11,Sports & Loisirs
55105,1160,5,Cartes à collectionner
55106,50,2,Accessoires gaming
55107,50,2,Accessoires gaming
55108,1280,7,Jouets & Enfant
55109,2583,23,Équipement piscine & spa
55110,2220,17,Animalerie
55111,2583,23,Équipement piscine & spa
55112,1920,14,Linge de maison
55113,2583,23,Équipement piscine & spa
55114,2403,19,Lots Livres / Magasines & Manga & BD
55115,2462,20,Lots consoles & jeux
55116,10,0,Livres loisirs et société
55117,10,0,Livres loisirs et société
55118,1320,12,Puériculture
55119,40,1,Jeux vidéo et accessoires
55120,1302,11,Sports & Loisirs
55121,1280,7,Jouets & Enfant
55122,2280,18,Magasine
55123,1280,7,Jouets & Enfant
55124,1160,5,Cartes à collectionner
55125,1300,9,Véhicules RC & miniatures
55126,1160,5,Cartes à collectionner
55127,1140,4,Figurines & univers geek
55128,2403,19,Lots Livres / Magasines & Manga & BD
55129,2403,19,Lots Livres / Magasines & Manga & BD
55130,1560,13,Maison
55131,2060,16,Décoration
55132,1320,12,Puériculture
55133,1280,7,Jouets & Enfant
55134,2583,23,Équipement piscine & spa
55135,2280,18,Magasine
55136,40,1,Jeux vidéo et accessoires
55137,2403,19,Lots Livres / Magasines & Manga & BD
55138,2522,21,Fournitures Papeterie
55139,2583,23,Équipement piscine & spa
55140,1920,14,Linge de maison
55141,1560,13,Maison
55142,1300,9,Véhicules RC & miniatures
55143,2585,24,Outillage de jardin
55144,2583,23,Équipement piscine & spa
55145,2280,18,Magasine
55146,2522,21,Fournitures Papeterie
55147,1320,12,Puériculture
55148,2220,17,Animalerie
55149,2280,18,Magasine
55150,2583,23,Équipement piscine & spa
55151,2060,16,Décoration
55152,50,2,Accessoires gaming
55153,2582,22,Mobilier de jardin
55154,2280,18,Magasine
55155,2583,23,Équipement piscine & spa
55156,1300,9,Véhicules RC & miniatures
55157,2583,23,Équipement piscine & spa
55158,2583,23,Équipement piscine & spa
55159,1560,13,Maison
55160,10,0,Livres loisirs et société
55161,1920,14,Linge de maison
55162,2583,23,Équipement piscine & spa
55163,50,2,Accessoires gaming
55164,2280,18,Magasine
55165,40,1,Jeux vidéo et accessoires
55166,1280,7,Jouets & Enfant
55167,1160,5,Cartes à collectionner
55168,1940,15,Epicerie
55169,1320,12,Puériculture
55170,2583,23,Équipement piscine & spa
55171,1560,13,Maison
55172,1560,13,Maison
55173,2403,19,Lots Livres / Magasines & Manga & BD
55174,1300,9,Véhicules RC & miniatures
55175,1320,12,Puériculture
55176,2060,16,Décoration
55177,1560,13,Maison
55178,1301,10,Chaussettes bébé
55179,1160,5,Cartes à collectionner
55180,1300,9,Véhicules RC & miniatures
55181,2403,19,Lots Livres / Magasines & Manga & BD
55182,2462,20,Lots consoles & jeux
55183,1560,13,Maison
55184,1302,11,Sports & Loisirs
55185,2403,19,Lots Livres / Magasines & Manga & BD
55186,1560,13,Maison
55187,1320,12,Puériculture
55188,1140,4,Figurines & univers geek
55189,1300,9,Véhicules RC & miniatures
55190,2583,23,Équipement piscine & spa
55191,1920,14,Linge de maison
55192,1280,7,Jouets & Enfant
55193,2905,26,Jeux en téléchargement
55194,2705,25,Livres littérature et fiction
55195,1920,14,Linge de maison
55196,2585,24,Outillage de jardin
55197,2583,23,Équipement piscine & spa
55198,60,3,Consoles rétro
55199,2280,18,Magasine
55200,2583,23,Équipement piscine & spa
55201,2582,22,Mobilier de jardin
55202,2582,22,Mobilier de jardin
55203,1140,4,Figurines & univers geek
55204,1300,9,Véhicules RC & miniatures
55205,2280,18,Magasine
55206,1160,5,Cartes à collectionner
55207,2583,23,Équipement piscine & spa
55208,2585,24,Outillage de jardin
55209,1560,13,Maison
55210,1300,9,Véhicules RC & miniatures
55211,2220,17,Animalerie
55212,2522,21,Fournitures Papeterie
55213,1300,9,Véhicules RC & miniatures
55214,1302,11,Sports & Loisirs
55215,2060,16,Décoration
55216,1920,14,Linge de maison
55217,2060,16,Décoration
55218,1320,12,Puériculture
55219,1140,4,Figurines & univers geek
55220,1560,13,Maison
55221,1300,9,Véhicules RC & miniatures
55222,2060,16,Décoration
55223,1280,7,Jouets & Enfant
55224,2280,18,Magasine
55225,2280,18,Magasine
55226,1160,5,Cartes à collectionner
55227,60,3,Consoles rétro
55228,2403,19,Lots Livres / Magasines & Manga & BD
55229,2060,16,Décoration
55230,1300,9,Véhicules RC & miniatures
55231,1160,5,Cartes à collectionner
55232,2583,23,Équipement piscine & spa
55233,40,1,Jeux vidéo et accessoires
55234,1560,13,Maison
55235,1920,14,Linge de maison
55236,1280,7,Jouets & Enfant
55237,2583,23,Équipement piscine & spa
55238,2060,16,Décoration
55239,60,3,Consoles rétro
55240,1320,12,Puériculture
55241,1920,14,Linge de maison
55242,2583,23,Équipement piscine & spa
55243,1560,13,Maison
55244,2705,25,Livres littérature et fiction
55245,1160,5,Cartes à collectionner
55246,1560,13,Maison
55247,1320,12,Puériculture
55248,2522,21,Fournitures Papeterie
55249,2522,21,Fournitures Papeterie
55250,2583,23,Équipement piscine & spa
55251,1920,14,Linge de maison
55252,1920,14,Linge de maison
55253,2905,26,Jeux en téléchargement
55254,1300,9,Véhicules RC & miniatures
55255,2522,21,Fournitures Papeterie
55256,2280,18,Magasine
55257,2280,18,Magasine
55258,1920,14,Linge de maison
55259,10,0,Livres loisirs et société
55260,2403,19,Lots Livres / Magasines & Manga & BD
55261,2585,24,Outillage de jardin
55262,1140,4,Figurines & univers geek
55263,1300,9,Véhicules RC & miniatures
55264,2705,25,Livres littérature et fiction
55265,1300,9,Véhicules RC & miniatures
55266,1301,10,Chaussettes bébé
55267,2583,23,Équipement piscine & spa
55268,1940,15,Epicerie
55269,2280,18,Magasine
55270,2583,23,Équipement piscine & spa
55271,2403,19,Lots Livres / Magasines & Manga & BD
55272,2585,24,Outillage de jardin
55273,1920,14,Linge de maison
55274,1160,5,Cartes à collectionner
55275,1160,5,Cartes à collectionner
55276,2060,16,Décoration
55277,1280,7,Jouets & Enfant
55278,2060,16,Décoration
55279,1320,12,Puériculture
55280,60,3,Consoles rétro
55281,1320,12,Puériculture
55282,2403,19,Lots Livres / Magasines & Manga & BD
55283,10,0,Livres loisirs et société
55284,1280,7,Jouets & Enfant
55285,2280,18,Magasine
55286,1302,11,Sports & Loisirs
55287,2583,23,Équipement piscine & spa
55288,10,0,Livres loisirs et société
55289,2583,23,Équipement piscine & spa
55290,1280,7,Jouets & Enfant
55291,1280,7,Jouets & Enfant
55292,1280,7,Jouets & Enfant
55293,1301,10,Chaussettes bébé
55294,1301,10,Chaussettes bébé
55295,1160,5,Cartes à collectionner
55296,1180,6,Jeux de figurines & wargames
55297,10,0,Livres loisirs et société
55298,2403,19,Lots Livres / Magasines & Manga & BD
55299,2522,21,Fournitures Papeterie
55300,2403,19,Lots Livres / Magasines & Manga & BD
55301,1920,14,Linge de maison
55302,1300,9,Véhicules RC & miniatures
55303,1320,12,Puériculture
55304,50,2,Accessoires gaming
55305,2060,16,Décoration
55306,2705,25,Livres littérature et fiction
55307,2522,21,Fournitures Papeterie
55308,2280,18,Magasine
55309,1940,15,Epicerie
55310,1280,7,Jouets & Enfant
55311,2280,18,Magasine
55312,50,2,Accessoires gaming
55313,1560,13,Maison
55314,1280,7,Jouets & Enfant
55315,2060,16,Décoration
55316,1560,13,Maison
55317,2583,23,Équipement piscine & spa
55318,1560,13,Maison
55319,2522,21,Fournitures Papeterie
55320,2522,21,Fournitures Papeterie
55321,2060,16,Décoration
55322,1280,7,Jouets & Enfant
55323,2220,17,Animalerie
55324,1140,4,Figurines & univers geek
55325,1300,9,Véhicules RC & miniatures
55326,40,1,Jeux vidéo et accessoires
